일시	지점	일최저체감온도(°C)	일최고기온(°C)	일평균기온(°C)	일최저기온(°C)	일평균상대습도(%)	일평균풍속(m/s)	일최대풍속(m/s)	한파특보(O/X)	한파영향예보(단계)	동파가능지수(03h)(단계)	동파가능지수(06h)(단계)	동파가능지수(09h)(단계)	동파가능지수(12h)(단계)	동파가능지수(15h)(단계)	동파가능지수(18h)(단계)	동파가능지수(21h)(단계)	동파가능지수(24h)(단계)
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	군위(823)	-6.1	7.8	-.4	-5.6	78	.9	4.6	X	관심								
2024-01-04	칠곡(825)	-4.9	8.3	1.2	-3	76	.8	2.8	X	 								
2024-01-04	경산(827)	-3.3	8.5	2.2	-2.3	58	1.2	3	X	 								
2024-01-04	삼척(876)	-2.2	10.1	5.1	1	38	2.3	3.6	X	 								
2024-01-04	속초(90)	-4.4	6.6	2.9	-2.3	49.8	1.9	9.9	X	 								
2024-01-04	삼천포(907)	-2.6	8.7	4.5	-1.5	56	1.8	4.1	X	 								
2024-01-04	고성(918)	-4.5	8	1.6	-4.6	70			X	관심								
2024-01-04	창녕(919)	-6.4	9.2	.9	-4.8	72	.8	2.4	X	관심								
2024-01-04	함안(920)	-8.8	9.8	.4	-6.1	73	1.1	2.7	X	관심								
2024-01-04	북춘천(93)	-7.8	2.9	-1.6	-7	77.3	.8	3.5	X	 								
2024-01-04	하동(932)	-4.9	10.2	3	-2.9	64	1	5	X	관심								
2024-01-04	철원(95)	-8.3	3.7	-1.2	-7.7	81.1	.8	2.5	X	관심								
2024-01-04	동두천(98)	-6.6	4	-.2	-5.7	79.4	1.1	3.3	X	관심								
2024-01-04	파주(99)	-8	4.4	-.3	-7	83	1.1	3.2	X	관심								
2024-01-05	북강릉(104)	.7	12.1	7.3	1.2	46.5	1.9	4.3	X	 								
2024-01-05	동해(106)	2.2	12.1	8	3.2	48.5	1.9	4.7	X	 								
2024-01-05	서울(108)	-1.5	9.1	5	1.4	77.1	2.3	4.8	X	 								
2024-01-05	인천(112)	-3.3	7.8	4.8	.3	77.1	3.4	5.1	X	 								
2024-01-05	원주(114)	1.5	8.9	4.6	1.4	74.9	.7	2.1	X	 								
2024-01-05	울릉도(115)	.8	10.4	7.6	5.3	64	4.4	9.2	X	 								
2024-01-05	수원(119)	-2.1	9.3	4.1	0	79.4	1.7	5	X	 								
2024-01-05	영월(121)	-.4	8.1	4.4	.3	76.1	1.2	3.6	X	 								
2024-01-05	충주(127)	-.6	9.1	3	-1.2	84.6	.7	3.6	X	 								
2024-01-05	서산(129)	-.7	10.1	5.6	-.7	80.3	2.2	4.3	X	 								
2024-01-05	울진(130)	-.7	12.2	7.4	3.6	52.5	3.5	6	X	 								
2024-01-05	청주(131)	1.1	9.9	5	1.2	72.8	1	2.5	X	 								
2024-01-05	대전(133)	-.6	9.2	5.6	.6	74.1	1.7	4.2	X	 								
2024-01-05	추풍령(135)	-5.3	8.3	4.4	-4.5	71.6	2.5	5.8	X	 								
2024-01-05	안동(136)	-4.9	9.1	2.7	-4.6	77.5	1.3	4.1	X	 								
2024-01-05	상주(137)	-4.4	9.6	4.2	-3	74.4	1.1	3	X	 								
2024-01-05	포항(138)	-.2	12.4	6.9	2.7	53.8	2.3	4.8	X	 								
2024-01-05	군산(140)	-.5	10.7	5.7	2.6	82	2.3	5.1	X	 								
2024-01-05	대구(143)	-4.8	12.5	4.6	-2.5	68	1.4	3.5	X	 								
2024-01-05	전주(146)	.2	9.9	6.7	2.4	76.5	1.5	2.9	X	 								
2024-01-05	울산(152)	-2.7	13.4	6.4	.2	52.8	1.7	4.3	X	 								
2024-01-05	창원(155)	-.7	13.7	6.5	-.4	59.1	.8	2.9	X	 								
2024-01-05	광주(156)	1.3	12.6	6.9	1.4	81.1	.7	3.6	X	 								
2024-01-05	부산(159)	.3	13.5	8.6	4.8	60.4	5.1	9.7	X	 								
2024-01-05	통영(162)	2.8	14	8.4	4.3	69.5	1.9	5.8	X	 								
2024-01-05	목포(165)	1	12.2	7.8	4	75.5	2.4	3.8	X	 								
2024-01-05	여수(168)	.2	12.8	8.3	3.5	66.4	3.5	8.6	X	 								
2024-01-05	흑산도(169)	4	12.2	9.4	7.5	70.4	3.1	6.9	X	 								
2024-01-05	완도(170)	2.2	13.9	8.1	2.2	77.8	1.2	4.3	X	 								
2024-01-05	고창(172)	-.6	11.9	6.3	1.4	77.5	2.1	5.3	X	 								
2024-01-05	제주(184)	1.4	15.5	10.5	4.1	57	3.3	5.8	X	 								
2024-01-05	진주(192)		13.2	2.4	-5.5	76.6	.7	3.7	X	 								
2024-01-05	양평(202)	-.4	8.9	3.1	-.6	81	.6	2.5	X	 								
2024-01-05	이천(203)	-.8	9.3	3.4	-.4	84.9	1.1	3.2	X	 								
2024-01-05	인제(211)	-.9	8.1	4.9	-.1	66.6	3.3	5.4	X	 								
2024-01-05	홍천(212)	.5	8.7	2.6	-2.1	79	.6	3.2	X	 								
2024-01-05	태백(216)	-6.3	3.9	1.6	-1.9	66.1	2.5	4.2	X	 								
2024-01-05	정선군(217)	-2.6	6.9	3.2	.3	67	1.7	4.4	X	 								
2024-01-05	제천(221)	-1.3	6.5	2.5	-.9	85.5	1.5	4.2	X	 								
2024-01-05	보은(226)	-.7	8.7	3.2	-1.6	85.9	.7	3.1	X	 								
2024-01-05	천안(232)	-2.5	10.1	3.5	-1.9	85.9	.8	3.2	X	 								
2024-01-05	보령(235)	2.4	10.6	6.2	1.5	81	1.5	5.5	X	 								
2024-01-05	부여(236)	.3	10.7	4.3	.4	87	.7	3.4	X	 								
2024-01-05	금산(238)	-4.1	8.9	4.3	-3.4	80.1	1	3.2	X	 								
2024-01-05	세종(239)	-.7	10.2	4.8	1.1	80.1	1.4	2.7	X	 								
2024-01-05	부안(243)	.6	9.9	6.2	2.3	85.8	.9	2.8	X	 								
2024-01-05	임실(244)	-2	8.2	3.3	-3.6	86.6	.4	2.5	주의보	 								
2024-01-05	정읍(245)	2.6	9.8	6.9	3.6	74	1.4	3.7	X	 								
2024-01-05	남원(247)	-4	10.7	4.1	-2.3	80.4	.8	3.4	X	 								
2024-01-05	장수(248)	-1.2	7	5.1	.9	74.6	1.6	4.1	X	 								
2024-01-05	영광군(252)	1.3	11.6	6.4	1.5	79.8	1	3.1	X	 								
2024-01-05	김해시(253)	-1.1	14.1	6.9	-.8	60.9	1	3.4	X	 								
2024-01-05	순창군(254)	-4.8	10.9	4.2	-2.4	82.1	.9	4.1	X	 								
2024-01-05	양산시(257)	-2.7	13.3	5.8	-.7	67.9	1.9	5.1	X	 								
2024-01-05	강진군(259)	-3.4	12.6	4.5	-2.2	84.4	.9	4.3	X	 								
2024-01-05	장흥(260)	-2.9	13.1	4	-3.6	84.4	.5	2.7	X	 								
2024-01-05	해남(261)	-2	13.7	5.1	-2	84.3	.9	4.1	X	 								
2024-01-05	고흥(262)		14.2	5.5	-1.6	82.9	.6	3	X	 								
2024-01-05	의령군(263)	-6.9	14.6	2.9	-5.1	83.4	1.1	4.3	X	 								
2024-01-05	함양군(264)	-2.4	11.3	7	-1	64.8	2.2	4.9	X	 								
2024-01-05	진도군ASOS(268)	-1.1	13	5.7	-.1	84.3	.8	3.4	X	 								
2024-01-05	봉화(271)	-5.3	9.1	1.1	-4.5	82.5	.9	3.3	X	 								
2024-01-05	영주(272)	-6.8	8.4	2.6	-3.5	75.1	2.3	6.9	X	 								
2024-01-05	문경(273)	-4.8	9.4	3.6	-3.1	77.6	1.2	4.4	X	 								
2024-01-05	청송군(276)	-9	8.7	2.4	-6.8	77.4	2	4.9	X	 								
2024-01-05	영덕(277)	.2	10.8	7.7	3.6	58.4	3.4	6.4	X	 								
2024-01-05	의성(278)		9.4	-.1	-6.1	86	.2	1.2	X	 								
2024-01-05	구미(279)	-3.3	10.9	3	-3.6	73.9	.5	2	X	 								
2024-01-05	영천(281)	-6.5	11.6	2.1	-5.4	76.6	1.1	4.7	X	 								
2024-01-05	경주시(283)	-8.7	12.6	2.6	-5.4	66	2.1	4.8	X	 								
2024-01-05	거창(284)	-5.9	10.9	2.1	-6.5	76.6	.9	3.7	X	 								
2024-01-05	합천(285)	-4.5	12.3	3.5	-4.2	71.1	.8	3.9	X	 								
2024-01-05	밀양(288)	-3.6	12.5	2.6	-4.6	68.1	.4	2.4	X	 								
2024-01-05	산청(289)	-6.9	11.6	2.9	-5.2	76.8	1.1	4.2	X	 								
2024-01-05	거제(294)	3.6	12.9	9.1	4.6	64.3	1.7	3.9	X	 								
2024-01-05	남해(295)	3.2	13.2	8.1	2	68.5	1.3	3.8	X	 								
2024-01-05	부천(433)	-.2	7.7	4	.2	70	.9	2.6	X	 								
2024-01-05	안양(434)		8.6	5.1	2		1.6	4.4	X	 								
2024-01-05	광명(437)	1.6	9.3	5.7	2	71	1.4	3.3	X	 								
2024-01-05	군포(438)	-.5	8.8	4.7	1.5	70	1.6	4.3	X	 								
2024-01-05	김포(441)		8.5	4.3	-1.1		1.6	3.7	X	 								
2024-01-05	하남(444)	3.1	9.1	3.7	-1.6	72	.3	1	X	 								
2024-01-05	의왕(445)	.3	9.7	4.4	.1	78	1.3	4.4	X	 								
2024-01-05	포천(504)	-1.2	9.4	3.4	-2.2	79	2.1	5.2	X	 								
2024-01-05	가평조종(505)	-1.9	8.5	2	-1.7	84	1	4.6	X	 								
2024-01-05	안성(516)	-3.3	9.6	3.4	-1	87	1.4	4.5	X	 								
2024-01-05	간성(517)	-.1	10.7	7.3	2.6	46	2.7	4.9	X	 								
2024-01-05	평창(526)	-3.9	7.7	.4	-3.9	76	.8	4.6	X	 								
2024-01-05	의정부(532)	-.7	8.9	4.2	.2	73	1	2.5	X	 								
2024-01-05	횡성(536)	-2.7	8.2	1.9	-2.5	86	.8	3.3	X	 								
2024-01-05	고양(540)	.7	9.8	4.5	-1.6	80	1	3.5	X	 								
2024-01-05	남양주(541)	-2.5	9.9	3.6	-1.5	77	1.2	3.6	X	 								
2024-01-05	안산(545)	-1.8	9.8	3.6	-2.5	83	.5	2.3	X	 								
2024-01-05	경기광주(546)	-1.3	9.5	2.9	-1.1	79	.9	3.4	X	 								
2024-01-05	여주(548)	-.3	9.2	3.8	.3	79	1.2	3.2	X	 								
2024-01-05	용인(549)	-2.1	9.3	3.4	-1.6	82	1	4.2	X	 								
2024-01-05	오산(550)	-1.5	10.3	3.5	-.9	84	.7	2.3	X	 								
2024-01-05	평택(551)	.1	10.1	4.8	1.8	80	1.5	3.7	X	 								
2024-01-05	화천(555)	-3.4	9.2	3	-2.5	73	1.8	4.8	X	 								
2024-01-05	양구(556)	-3.8	8.2	2.8	-2.9	71	2.5	5.9	X	 								
2024-01-05	시흥(565)	-2.7	8.6	4	-1.4	80	1.9	4.4	X	 								
2024-01-05	구리(569)	-.7	9.9	4.7	1	73	1.5	4.1	X	 								
2024-01-05	화성(571)	.4	10.1	4.1	-.6	81	.9	3	X	 								
2024-01-05	성남(572)	-1.3	9.3	4.6	-1	65	1	2.2	X	 								
2024-01-05	과천(590)	-2.6	9.6	4.3	-1.5	80	1.4	3.5	X	 								
2024-01-05	양주(598)	-4.6	8.9	2.6	-3.4	83	1.6	3.8	X	 								
2024-01-05	단양(601)	-1.6	7.8	3.3	-.3	80	1	3.1	X	 								
2024-01-05	진천(602)	-1.2	10.4	4.2	-.9	79	1.2	4.3	X	 								
2024-01-05	괴산(603)	-1.7	8.3	2.6	-1.8	86	.7	3.3	X	 								
2024-01-05	옥천(604)	-3.1	10.2	4.5	-3.1	78	.9	2.3	X	 								
2024-01-05	홍북(608)								X	 								
2024-01-05	공주(612)	-.8	10.5	4.8	-.1	81	1.2	2.9	X	 								
2024-01-05	서천(614)	-.5	9.6	4.1	-.8	89	.8	2.8	X	 								
2024-01-05	논산(615)	-1.4	10.1	4.6	-.8	85	1.4	3.2	X	 								
2024-01-05	당진(616)	-.8	10.2	5.1	-1	82	1.2	2.7	X	 								
2024-01-05	청양(618)	-.9	9.7	3.7	-1.1	86	.4	1.5	X	 								
2024-01-05	음성(619)	-3.5	8	2.7	-2.1	87	2.3	4.7	X	 								
2024-01-05	증평(623)	1.2	8.9	3.3	-1.2	82	.9	3.7	X	 								
2024-01-05	태안(627)	.5	10.2	6.2	1.4	79	1.8	3.7	X	 								
2024-01-05	예산(628)	-.4	10.3	5.5	.6	82	1.8	4.4	X	 								
2024-01-05	아산(634)	-.8	11.5	5.4	.9	81	1.4	3.7	X	 								
2024-01-05	계룡(636)	-.3	9.1	5.7	-1	79	2.5	4.3	X	 								
2024-01-05	연천청산(652)	-3.1	9.2	3.3	-3.1	78	1.6	4	X	 								
2024-01-05	양양(670)	2.5	10.4	8.1	5.5	44	3.5	6.4	X	 								
2024-01-05	무안(699)	-3.7	12.2	5.3	-.4	82	1.5	3.5	X	 								
2024-01-05	무주(701)	-3.9	8.5	4.7	-3	77	1.3	3.3	X	 								
2024-01-05	익산(702)	-2.1	9.8	5.6	-.6	78	1.4	3.2	X	 								
2024-01-05	진안(703)	-5.6	6.6	3.5	-4.2	84	1.7	3.6	X	 								
2024-01-05	담양(706)	-3.4	12.8	5.5	-1.3	88	1.3	4.7	X	 								
2024-01-05	구례(709)	-5.4	12.2	3.9	-4.1	82	1.2	4.5	X	 								
2024-01-05	나주(710)	-3.4	12.7	4.1	-2.4	86	.9	2.5	X	 								
2024-01-05	순천시(712)	-3.4	14.6	5.1	-2.5	81	1.4	4.9	X	 								
2024-01-05	광양읍(713)	-1.9	14.4	5.8	-2	74	1	3.1	X	 								
2024-01-05	장성(730)	-3.4	12.8	4.4	-2.4	82	.7	3	X	 								
2024-01-05	영암(731)	-3.1	12.1	4.8	-1.5	85	.9	2.8	X	 								
2024-01-05	보성(732)	-4.6	12.7	2.3	-4.9	84	.5	3	X	 								
2024-01-05	완주(734)	-2	9.7	5.7	-1.8	83	1.3	3.8	X	 								
2024-01-05	김제(737)	-.6	9.4	6.3	3.1	78	2.5	4.8	X	 								
2024-01-05	화순(741)	-3.8	13.1	4.8	-2.2	79	1	3.5	X	 								
2024-01-05	함평(754)	-3.5	12.2	5.1	-1.8	84	1.4	3.7	X	 								
2024-01-05	곡성(768)	-5.1	11.8	3.9	-3	85	.8	2.9	X	 								
2024-01-05	압해도(789)	2	12.3	7.9	4.2	79	1.9	4.8	X	 								
2024-01-05	영양(801)	-7.5	9	3.6	-5.4	76	2.5	5.1	X	 								
2024-01-05	성주(810)	-7.2	13.2	1	-6.5	76	.5	3	X	 								
2024-01-05	고령(812)	-6.9	12.5	.9	-6.8	84	.5	3.1	X	 								
2024-01-05	청도(813)	-9.3	12.4	1.6	-6.9	77	1.4	5.3	X	 								
2024-01-05	예천(815)	-5.4	9.6	1.3	-4.5	81	.5	3.1	X	 								
2024-01-05	김천(822)	-7.1	11	2.4	-6.6	74	.9	4.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	군위(823)	-7.8	10.4	1.8	-5.5	81	1.6	5.5	X	 								
2024-01-05	칠곡(825)	-5.9	11.6	2.6	-4.5	84	.9	4.8	X	 								
2024-01-05	경산(827)	-3.5	12.2	4	-2.9	68	.8	2.9	X	 								
2024-01-05	삼척(876)	1.8	12	7.4	3.2	47	1.8	5.3	X	 								
2024-01-05	속초(90)	2.2	10.3	7.7	4.7	45.3	2.6	5.2	X	 								
2024-01-05	삼천포(907)	2.4	12.8	8.9	5	64	2.7	5.3	X	 								
2024-01-05	고성(918)	-4.2	13.3	4.8	-1.2	78	2.5	6.3	X	 								
2024-01-05	창녕(919)	-5.8	13.1	2.4	-5.4	79	.9	4.1	X	 								
2024-01-05	함안(920)	-8.3	13.2	2.4	-5.9	79	1.2	4.2	X	 								
2024-01-05	북춘천(93)	-3.2	8.7	3.2	-1.9	71.1	1.5	4	X	 								
2024-01-05	하동(932)	-3.3	13.7	4.5	-2.8	75	1	3.5	X	 								
2024-01-05	철원(95)	-2.9	7.9	3.9	-2.3	75.3	1.6	3.6	X	 								
2024-01-05	동두천(98)	-1.1	9.4	3.9	-1.3	79.3	1.7	4.6	X	 								
2024-01-05	파주(99)	-3.4	8.1	3	-3.2	83.6	1.6	4.3	X	 								
2024-01-06	북강릉(104)	-2.2	7.1	3	-1.2	38.9	2	5.7	X	 								
2024-01-06	동해(106)	-.6	8.5	5	.9	33.5	2.8	5.3	X	 								
2024-01-06	서울(108)	-6	5.2	.7	-2.7	63.9	2.2	4	X	관심								
2024-01-06	인천(112)	-6.7	4.4	.2	-2.2	68.8	2.4	5.1	X	관심								
2024-01-06	원주(114)	-1.2	5	1.8	-.6	60	1	2.9	X	관심								
2024-01-06	울릉도(115)	-3.2	8.2	5.1	1.7	53.5	3	6.5	X	 								
2024-01-06	수원(119)	-5	5	.4	-3.6	67.5	1.6	4.1	X	 								
2024-01-06	영월(121)	-3.7	6	1	-2.9	62	1.3	5	X	관심								
2024-01-06	충주(127)	-4.9	5.1	-.2	-4.6	69.3	1	3.6	X	 								
2024-01-06	서산(129)	-5.1	5.8	1	-3.4	73.3	1.5	6	X	관심								
2024-01-06	울진(130)	-3.5	9.9	4.4	-.1	36	3.1	7.2	X	 								
2024-01-06	청주(131)	-2	6	2.2	-.4	58.4	1.3	2.6	X	 								
2024-01-06	대전(133)	-4.7	6.8	1.4	-2.7	66	1.9	4	X	관심								
2024-01-06	추풍령(135)	-6.4	5	1.2	-2.6	59.6	3.3	6.7	X	 								
2024-01-06	안동(136)	-4.1	6.8	1.9	-1.7	54.1	2.2	4.7	X	 								
2024-01-06	상주(137)	-3.9	6.6	2.7	.1	54.1	2.4	4.2	X	 								
2024-01-06	포항(138)	-.1	9.3	4.5	1.4	44.1	1.7	5.4	X	 								
2024-01-06	군산(140)	-5.9	6.7	2	-1.7	77	2	9.2	X	 								
2024-01-06	대구(143)	-2.1	9	3.7	0	50.5	2.5	6.2	X	 								
2024-01-06	전주(146)	-2	6.6	2.7	-.2	72.9	1.4	4	X	 								
2024-01-06	울산(152)	-1.4	9.7	4.7	1.2	43.6	2.3	4.3	X	 								
2024-01-06	창원(155)	1.5	9.8	5.2	2.8	44.5	1.4	4.3	X	 								
2024-01-06	광주(156)	-.1	8.1	4.4	1.4	70.3	1.1	3.1	X	 								
2024-01-06	부산(159)	.6	11.6	7	3.7	38.3	2.5	4.9	X	 								
2024-01-06	통영(162)	.2	12.8	6.5	2.9	53.8	2	5.2	X	 								
2024-01-06	목포(165)	-.6	6.2	4	2.3	76.9	3.7	7.2	X	 								
2024-01-06	여수(168)	-.3	11	6.5	2.8	40.8	4.5	7.7	X	 								
2024-01-06	흑산도(169)	.5	8.8	6.4	5.3	64	6.2	8.8	X	 								
2024-01-06	완도(170)	1.5	10.2	5.8	2.4	66.8	1.5	3.7	X	 								
2024-01-06	고창(172)	-3.5	7.1	2.7	-.5	75.1	2.7	5.9	X	 								
2024-01-06	제주(184)	4.7	11.9	9.4	7.5	54.6	3.5	5.1	X	 								
2024-01-06	진주(192)	-2.5	11.9	2	-3.8	63.3	.4	2.8	X	 								
2024-01-06	양평(202)	-4.3	5.1	0	-4.2	75.4	.9	3.2	X	 								
2024-01-06	이천(203)	-4.2	5.7	.6	-2.5	70.6	1.4	2.7	X	 								
2024-01-06	인제(211)	-4.2	5	1.1	-2.9	57	1.6	3.7	X	관심								
2024-01-06	홍천(212)	-3.1	4.7	-.8	-4.8	73.6	.8	3.1	X	관심								
2024-01-06	태백(216)	-7.2	1.3	-2.1	-5.2	45.5	1.3	3.7	X	 								
2024-01-06	정선군(217)	-6.4	4.6	-.5	-3	53.3	1.9	5.1	X	관심								
2024-01-06	제천(221)	-5.7	4.4	-.9	-5.4	74.3	1.3	3.9	X	 								
2024-01-06	보은(226)	-3.5	5.5	.5	-3	70.4	1.1	4	X	 								
2024-01-06	천안(232)	-3.7	5.4	1.3	-1.6	68.6	1.3	3.5	X	 								
2024-01-06	보령(235)	-1.3	6.6	2.3	-1.7	71.6	.8	3.2	X	관심								
2024-01-06	부여(236)	-3	7.2	.8	-5	77.3	.7	2.7	X	 								
2024-01-06	금산(238)	-3.4	6.8	1.4	-3.2	71.1	1.1	2.8	X	 								
2024-01-06	세종(239)	-3.9	7.1	1.3	-2.7	71.8	1.2	3.2	X	 								
2024-01-06	부안(243)	.1	7	2.8	-1.2	76.8	1	3.1	X	 								
2024-01-06	임실(244)	-3.1	6.7	1.8	-2.2	73.5	1	2.7	주의보	 								
2024-01-06	정읍(245)	-1.6	5.9	2.6	0	72	1.2	3.1	X	 								
2024-01-06	남원(247)	-3.9	7.7	2.4	-1.7	65.6	1.3	3.3	X	 								
2024-01-06	장수(248)	-5	6.1	.9	-3.4	67.1	1.3	3.4	X	 								
2024-01-06	영광군(252)	-1.5	6.8	2.9	-.5	74.5	1.5	4	X	 								
2024-01-06	김해시(253)	.4	11.7	5.6	2.2	45.3	1.5	4.5	X	 								
2024-01-06	순창군(254)	-4.5	7	2.9	-1.5	62.6	2	4.9	X	 								
2024-01-06	양산시(257)	-1.7	12.7	4.1	-.8	59.9	1.2	4	X	 								
2024-01-06	강진군(259)	-1.5	9.9	4	-1.1	70.1	2.1	5	X	 								
2024-01-06	장흥(260)	-2.3	9.6	3.4	-2.5	64.6	1.6	4.4	X	 								
2024-01-06	해남(261)	-3	8.5	4	-2.4	74.3	2	5.2	X	 								
2024-01-06	고흥(262)	.9	11.3	5.6	1.3	61.8	2.1	6.4	X	 								
2024-01-06	의령군(263)	-5.1	11.6	1.4	-4.3	75.8	1.1	3.3	X	 								
2024-01-06	함양군(264)	-2.5	9.5	4.3	-1.1	50.3	2.8	5.2	X	 								
2024-01-06	진도군ASOS(268)	-2.7	8.2	4.2	-1.3	75.5	2.8	5.7	X	 								
2024-01-06	봉화(271)	-6.4	6.1	.1	-4.6	65.9	1.1	5.8	X	 								
2024-01-06	영주(272)	-5.8	5.1	1.5	-1.6	54.4	4.6	8.3	X	 								
2024-01-06	문경(273)	-3.9	5.8	2	-1.2	52.9	2.5	4.8	X	 								
2024-01-06	청송군(276)	-7.7	6.5	.3	-5.2	58.5	2	5.4	X	 								
2024-01-06	영덕(277)	-4.5	7.7	3.6	-1.8	43	2	5.4	X	 								
2024-01-06	의성(278)		7.7	-.2	-5.8	69.6	.9	3.4	X	 								
2024-01-06	구미(279)	-1.3	8.2	3.7	-.8	49.8	1.3	2.7	X	 								
2024-01-06	영천(281)	-3.9	8.1	3.1	-3.5	52.8	2.3	4.8	X	 								
2024-01-06	경주시(283)	-7.1	9.2	1.9	-3.9	52.3	2.7	6.1	X	 								
2024-01-06	거창(284)	-4.3	8.9	1.5	-5.2	62.4	1.3	4.7	X	 								
2024-01-06	합천(285)	-1.1	10.7	2.2	-3.4	62.4	.3	2.3	X	 								
2024-01-06	밀양(288)	-2.1	10.4	1.9	-2.9	57.3	.8	4.2	X	 								
2024-01-06	산청(289)	-2.2	9.9	4.1	-.6	48.6	2.2	5.6	X	 								
2024-01-06	거제(294)	1.6	10.4	5.7	2.3	58	.7	2.3	X	 								
2024-01-06	남해(295)	1.3	10.6	5.9	2.3	51.3	1.4	3.6	X	 								
2024-01-06	부천(433)	-3.1	4.1	.1	-2.8	55	.7	2.1	X	관심								
2024-01-06	안양(434)	-5.1	4.6	1.2	-.7		1.7	4.8	X	관심								
2024-01-06	광명(437)	-3.7	5.5	1.4	-.7	56	1.5	2.9	X	관심								
2024-01-06	군포(438)	-4.6	5.3	1.2	-1.1	53	1.5	4.1	X	 								
2024-01-06	김포(441)		5	.1	-4		.9	3.2	X	관심								
2024-01-06	하남(444)	-.5	4.1	-.8	-5.2	70	.2	1.2	X	관심								
2024-01-06	의왕(445)	-3.8	5.1	.4	-2.7	61	1.2	3.3	X	관심								
2024-01-06	포천(504)	-6.6	5.5	-.7	-6	74	1.3	4.4	X	관심								
2024-01-06	가평조종(505)	-6.4	3.7	-1.1	-6.4	74	1.3	4.5	X	 								
2024-01-06	안성(516)	-4.4	5	.3	-3.7	78	1.5	4.1	X	 								
2024-01-06	간성(517)	-4.6	5.9	2.1	-2.1	42	2.6	5.6	X	관심								
2024-01-06	평창(526)	-6.9	4	-2.2	-6.7	67	.9	3.7	X	관심								
